,yjt,X2,X1,Day,PID
41,-2.079602525,-0.442680328,0.825333129,41,1
42,-2.772213762,-0.442680328,0.825333129,42,1
43,-1.393821922,-0.442680328,0.825333129,43,1
44,-3.023636716,-0.442680328,0.825333129,44,1
45,-1.607625017,-0.442680328,0.198079951,1,2
46,-1.408342796,-0.442680328,0.198079951,2,2
47,-1.32394104,-0.442680328,0.198079951,3,2
48,-2.917980521,-0.442680328,0.198079951,4,2
49,-2.01981526,-0.442680328,0.198079951,5,2
50,-2.698529867,-0.442680328,0.198079951,6,2
51,-1.128668338,-0.442680328,0.198079951,7,2
52,-2.631847386,-0.442680328,0.198079951,8,2
53,-1.842962942,-0.442680328,0.198079951,9,2
54,-2.079993913,-0.442680328,0.198079951,10,2
55,-2.367585638,-0.442680328,0.198079951,11,2
56,-2.209274734,-0.442680328,0.198079951,12,2
57,-2.301369256,-0.442680328,0.198079951,13,2
58,-1.999014465,0.781159028,0.198079951,14,2
59,-1.302631438,-0.442680328,0.198079951,15,2
60,-2.308061196,-0.442680328,0.198079951,16,2
61,-2.147111475,-0.442680328,0.198079951,17,2
62,-1.182021985,-0.442680328,0.198079951,18,2
63,-3.15644114,-0.442680328,0.198079951,19,2
64,-3.625921414,-0.442680328,0.198079951,20,2
65,-3.461991473,-0.442680328,0.198079951,21,2
66,-2.477273465,-0.442680328,0.198079951,22,2
67,-1.511557516,-0.442680328,0.198079951,23,2
68,-2.092178627,-0.442680328,0.198079951,24,2
69,-1.787827583,-0.442680328,0.198079951,25,2
70,-2.71032948,-0.442680328,0.198079951,26,2
71,-1.777627129,-0.442680328,0.198079951,27,2
72,-1.988076667,-0.442680328,0.198079951,28,2
73,-2.741428766,-0.442680328,0.198079951,29,2
74,-1.458025657,-0.442680328,0.198079951,30,2
75,-1.664361722,-0.442680328,0.198079951,31,2
76,-3.118240306,-0.442680328,0.198079951,32,2
77,-1.394336466,-0.442680328,0.198079951,33,2
78,-2.165977799,-0.442680328,0.198079951,34,2
79,-0.724086793,-0.442680328,0.198079951,35,2
80,-1.893718931,-0.442680328,0.198079951,36,2
81,-2.588879165,-0.442680328,0.198079951,37,2
82,-0.641667519,-0.442680328,0.198079951,38,2
83,-1.93336452,-0.442680328,0.198079951,39,2
84,-2.270050712,-0.442680328,0.198079951,40,2
85,-1.274574913,-0.442680328,0.198079951,41,2
86,-1.196618007,-0.442680328,0.198079951,42,2
87,-2.58392388,-0.442680328,0.198079951,43,2
88,-1.470734081,-0.442680328,0.198079951,44,2
89,-3.600447253,-0.442680328,-1.056426406,1,3
90,-0.199556643,3.840757419,-1.056426406,2,3
91,0.637367773,4.452677098,-1.056426406,3,3
92,-2.00717931,-0.442680328,-1.056426406,4,3
93,-1.507752278,-0.442680328,-1.056426406,5,3
94,-2.537150139,-0.442680328,-1.056426406,6,3
95,-2.132036708,-0.442680328,-1.056426406,7,3
96,-2.304153201,-0.442680328,-1.056426406,8,3
97,1.268073312,4.452677098,-1.056426406,9,3
98,-0.141251555,4.452677098,-1.056426406,10,3
99,-1.100076018,-0.442680328,-1.056426406,11,3
100,-1.586134154,-0.442680328,-1.056426406,12,3
101,-1.622381904,-0.442680328,-1.056426406,13,3
102,-2.432034475,-0.442680328,-1.056426406,14,3
103,1.717959159,6.900355811,-1.056426406,15,3
104,-2.082292112,-0.442680328,-1.056426406,16,3
105,-3.926285736,-0.442680328,-1.056426406,17,3
106,-2.43161504,-0.442680328,-1.056426406,18,3
107,-2.480141506,0.781159028,-1.056426406,19,3
108,-3.540374753,-0.442680328,-1.056426406,20,3
109,1.417294463,5.676516454,-1.056426406,21,3
110,-3.402577834,-0.442680328,-1.056426406,22,3
111,0.086359069,4.452677098,-1.056426406,23,3
112,-3.30610766,-0.442680328,-1.056426406,24,3
113,-0.885291139,-0.442680328,-1.056426406,25,3
114,-1.499797827,-0.442680328,-1.056426406,26,3
115,-2.423251143,-0.442680328,-1.056426406,27,3
116,-1.345902118,-0.442680328,-1.056426406,28,3
117,-2.42559766,-0.442680328,-1.056426406,29,3
118,-2.072124209,-0.442680328,-1.056426406,30,3
119,-2.493992266,-0.442680328,-1.056426406,31,3
120,-0.799621372,-0.442680328,-1.056426406,32,3
121,0.124134138,3.228837741,-1.056426406,33,3
122,-2.643376795,-0.442680328,-1.056426406,34,3
123,-2.222980081,-0.442680328,-1.056426406,35,3
124,-0.42862077,1.393078707,-1.056426406,36,3
125,-1.985246621,-0.442680328,-1.056426406,37,3
126,1.334474126,5.676516454,-1.056426406,38,3
127,-1.354056748,-0.442680328,-1.056426406,39,3
128,-3.186591956,-0.442680328,-1.056426406,40,3
129,-0.712355487,3.228837741,-1.056426406,41,3
130,-2.654396818,-0.442680328,-1.056426406,42,3
131,-1.689257038,-0.442680328,-1.056426406,43,3
132,-3.340881944,-0.442680328,-1.056426406,44,3
133,-1.788436215,0.781159028,-1.683679584,1,4
134,-1.590529987,-0.442680328,-1.683679584,2,4
135,-2.250273141,-0.442680328,-1.683679584,3,4
136,-2.637807511,-0.442680328,-1.683679584,4,4
137,-2.20713586,-0.442680328,-1.683679584,5,4
138,-0.307800935,2.004998385,-1.683679584,6,4
139,-1.004484964,1.393078707,-1.683679584,7,4
140,-2.548158724,-0.442680328,-1.683679584,8,4
141,-2.658049822,-0.442680328,-1.683679584,9,4
142,-1.808809072,1.393078707,-1.683679584,10,4
143,-1.060528069,1.393078707,-1.683679584,11,4
144,0.85385033,3.228837741,-1.683679584,12,4
145,-1.835167345,-0.442680328,-1.683679584,13,4
146,-0.979100975,-0.442680328,-1.683679584,14,4
147,-1.758639131,-0.442680328,-1.683679584,15,4
148,-1.831443614,1.393078707,-1.683679584,16,4
149,-1.989159286,-0.442680328,-1.683679584,17,4
150,-2.192034876,-0.442680328,-1.683679584,18,4
151,0.335216284,2.004998385,-1.683679584,19,4
152,-3.73117969,-0.442680328,-1.683679584,20,4
153,-2.043251866,-0.442680328,-1.683679584,21,4
154,-0.581480999,2.004998385,-1.683679584,22,4
155,-2.310554871,-0.442680328,-1.683679584,23,4
156,-1.775415588,-0.442680328,-1.683679584,24,4
157,-2.531230843,-0.442680328,-1.683679584,25,4
158,-2.048025844,-0.442680328,-1.683679584,26,4
159,-2.697303534,-0.442680328,-1.683679584,27,4
160,-1.962671004,-0.442680328,-1.683679584,28,4
161,0.896008276,2.616918063,-1.683679584,29,4
162,-1.337540531,-0.442680328,-1.683679584,30,4
163,-2.469745833,-0.442680328,-1.683679584,31,4
164,-2.26293751,1.393078707,-1.683679584,32,4
165,-2.380205168,-0.442680328,-1.683679584,33,4
166,-2.322211005,-0.442680328,-1.683679584,34,4
167,-2.364274306,-0.442680328,-1.683679584,35,4
168,-2.840414953,-0.442680328,-1.683679584,36,4
169,-3.131327368,-0.442680328,-1.683679584,37,4
170,-2.806420706,-0.442680328,-1.683679584,38,4
171,-1.629926559,-0.442680328,-1.683679584,39,4
172,-1.398879511,-0.442680328,-1.683679584,40,4
173,-2.946062485,-0.442680328,-1.683679584,41,4
174,-1.754342305,-0.442680328,-1.683679584,42,4
175,-1.438643997,1.393078707,-1.683679584,43,4
176,-0.656550711,2.004998385,-1.683679584,44,4
177,0.456168901,1.393078707,-0.429173227,1,5
178,-3.230911907,-0.442680328,-0.429173227,2,5
179,-2.148640548,-0.442680328,-0.429173227,3,5
180,-3.102659151,-0.442680328,-0.429173227,4,5
181,-2.98516132,-0.442680328,-0.429173227,5,5
182,-2.472930069,-0.442680328,-0.429173227,6,5
183,-2.795621858,-0.442680328,-0.429173227,7,5
184,-2.435729637,-0.442680328,-0.429173227,8,5
185,0.221209903,1.393078707,-0.429173227,9,5
186,-2.694429455,-0.442680328,-0.429173227,10,5
187,-2.160048893,-0.442680328,-0.429173227,11,5
188,-3.28869209,-0.442680328,-0.429173227,12,5
189,-2.977262842,-0.442680328,-0.429173227,13,5
190,-2.763139331,-0.442680328,-0.429173227,14,5
191,-2.611892915,-0.442680328,-0.429173227,15,5
192,-2.471116217,-0.442680328,-0.429173227,16,5
193,-3.073623177,-0.442680328,-0.429173227,17,5
194,-2.581222952,-0.442680328,-0.429173227,18,5
195,-2.31901334,-0.442680328,-0.429173227,19,5
196,-4.351157294,-0.442680328,-0.429173227,20,5
197,-2.300842866,-0.442680328,-0.429173227,21,5
198,-2.24465514,-0.442680328,-0.429173227,22,5
199,-3.144734152,-0.442680328,-0.429173227,23,5
200,-3.641981244,-0.442680328,-0.429173227,24,5
201,-2.265645064,-0.442680328,-0.429173227,25,5
202,-2.902662833,-0.442680328,-0.429173227,26,5
203,-2.008314952,-0.442680328,-0.429173227,27,5
204,-1.93171475,-0.442680328,-0.429173227,28,5
205,-1.955066007,-0.442680328,-0.429173227,29,5
206,-3.832343351,-0.442680328,-0.429173227,30,5
207,-0.842963815,-0.442680328,-0.429173227,31,5
208,-2.936107692,-0.442680328,-0.429173227,32,5
209,-2.743283175,-0.442680328,-0.429173227,33,5
210,-3.20035934,-0.442680328,-0.429173227,34,5
211,-2.410510337,-0.442680328,-0.429173227,35,5
212,-2.655223445,-0.442680328,-0.429173227,36,5
213,-2.469982159,-0.442680328,-0.429173227,37,5
214,-3.48681417,-0.442680328,-0.429173227,38,5
215,-2.493623684,-0.442680328,-0.429173227,39,5
216,-2.265181658,-0.442680328,-0.429173227,40,5
217,-1.522311465,-0.442680328,-0.429173227,41,5
218,-1.345251085,-0.442680328,-0.429173227,42,5
219,-2.717091492,-0.442680328,-0.429173227,43,5
220,-4.251393738,-0.442680328,-0.429173227,44,5
221,-0.632246715,0.781159028,-0.742799817,1,6
222,-1.977030199,0.16923935,-0.742799817,2,6
223,-1.214987986,-0.442680328,-0.742799817,3,6
224,-2.304175877,-0.442680328,-0.742799817,4,6
225,-1.677546303,-0.442680328,-0.742799817,5,6
226,-1.212125698,0.16923935,-0.742799817,6,6
227,-2.659632021,-0.442680328,-0.742799817,7,6
228,-2.187973463,-0.442680328,-0.742799817,8,6
229,-1.783364792,-0.442680328,-0.742799817,9,6
230,-1.416379611,-0.442680328,-0.742799817,10,6
231,-2.641757428,-0.442680328,-0.742799817,11,6
232,-2.803803054,-0.442680328,-0.742799817,12,6
233,-3.01382387,-0.442680328,-0.742799817,13,6
234,-1.00029034,0.16923935,-0.742799817,14,6
235,-2.033800177,-0.442680328,-0.742799817,15,6
236,-2.980370505,-0.442680328,-0.742799817,16,6
237,-3.869102846,-0.442680328,-0.742799817,17,6
238,-2.1739389,-0.442680328,-0.742799817,18,6
239,-3.085146824,-0.442680328,-0.742799817,19,6
240,-0.729561452,-0.442680328,-0.742799817,20,6
241,-0.843621412,-0.442680328,-0.742799817,21,6
242,-0.908296941,0.16923935,-0.742799817,22,6
243,-1.928440514,-0.442680328,-0.742799817,23,6
244,-1.54744819,-0.442680328,-0.742799817,24,6
245,-2.917453999,-0.442680328,-0.742799817,25,6
246,-3.113444029,-0.442680328,-0.742799817,26,6
247,-2.493388228,-0.442680328,-0.742799817,27,6
248,-3.030256828,-0.442680328,-0.742799817,28,6
249,-2.778048764,-0.442680328,-0.742799817,29,6
250,-1.685212667,-0.442680328,-0.742799817,30,6
251,-2.699743939,-0.442680328,-0.742799817,31,6
252,-5.068848061,-0.442680328,-0.742799817,32,6
253,-2.808337525,-0.442680328,-0.742799817,33,6
254,-1.406288037,-0.442680328,-0.742799817,34,6
255,-1.903076377,-0.442680328,-0.742799817,35,6
256,-3.303686165,-0.442680328,-0.742799817,36,6
257,-2.162625037,-0.442680328,-0.742799817,37,6
258,-1.892799211,-0.442680328,-0.742799817,38,6
259,-1.280427635,-0.442680328,-0.742799817,39,6
260,-3.809545507,-0.442680328,-0.742799817,40,6
261,-1.577834079,-0.442680328,-0.742799817,41,6
262,-2.106081479,-0.442680328,-0.742799817,42,6
263,-2.587180762,-0.442680328,-0.742799817,43,6
264,-2.336475179,-0.442680328,-0.742799817,44,6
265,-1.926752439,0.781159028,-1.056426406,1,7
266,-0.198520431,0.781159028,-1.056426406,2,7
267,-3.455155961,-0.442680328,-1.056426406,3,7
268,0.2052342,0.781159028,-1.056426406,4,7
269,-0.471126362,1.393078707,-1.056426406,5,7
270,0.137962414,0.781159028,-1.056426406,6,7
271,-0.244258731,0.781159028,-1.056426406,7,7
272,-1.737145764,0.781159028,-1.056426406,8,7
273,-0.465190044,0.781159028,-1.056426406,9,7
274,-2.174268933,0.781159028,-1.056426406,10,7
275,0.548768353,1.393078707,-1.056426406,11,7
276,-0.129576286,1.393078707,-1.056426406,12,7
277,-0.790012163,1.393078707,-1.056426406,13,7
278,0.140554466,1.393078707,-1.056426406,14,7
279,0.04630625,1.393078707,-1.056426406,15,7
280,-0.179460397,0.781159028,-1.056426406,16,7
281,-0.818554685,0.781159028,-1.056426406,17,7
282,0.267514931,1.393078707,-1.056426406,18,7
283,0.406269733,1.393078707,-1.056426406,19,7
284,-0.508774009,0.781159028,-1.056426406,20,7
285,-0.79352807,0.781159028,-1.056426406,21,7
286,-0.417972275,0.781159028,-1.056426406,22,7
287,-0.627304978,0.781159028,-1.056426406,23,7
288,-1.578578347,0.781159028,-1.056426406,24,7
289,-0.582207129,1.393078707,-1.056426406,25,7
290,-0.769444048,0.781159028,-1.056426406,26,7
291,-1.628222828,0.781159028,-1.056426406,27,7
292,-0.700040368,0.781159028,-1.056426406,28,7
293,-1.000746388,0.781159028,-1.056426406,29,7
294,-1.116479126,0.781159028,-1.056426406,30,7
295,-1.293344993,0.781159028,-1.056426406,31,7
296,-2.53487055,0.781159028,-1.056426406,32,7
297,0.376136781,1.393078707,-1.056426406,33,7
298,0.10138594,0.781159028,-1.056426406,34,7
299,0.867106698,1.393078707,-1.056426406,35,7
300,-1.168426338,1.393078707,-1.056426406,36,7
301,0.02487043,1.393078707,-1.056426406,37,7
302,-1.22089898,1.393078707,-1.056426406,38,7
303,0.695795436,1.393078707,-1.056426406,39,7
304,-1.814410915,0.781159028,-1.056426406,40,7
305,0.521504854,0.781159028,-1.056426406,41,7
306,-1.300759105,1.393078707,-1.056426406,42,7
307,-0.455016774,0.781159028,-1.056426406,43,7
308,0.377767651,0.781159028,-1.056426406,44,7
309,-3.133187542,-0.442680328,0.198079951,1,8
310,-2.22823184,-0.442680328,0.198079951,2,8
311,-1.834887415,-0.442680328,0.198079951,3,8
312,-2.594193082,-0.442680328,0.198079951,4,8
313,-2.765469541,-0.442680328,0.198079951,5,8
314,-1.53303686,-0.442680328,0.198079951,6,8
315,-1.597644608,-0.442680328,0.198079951,7,8
316,-0.73983696,-0.442680328,0.198079951,8,8
317,-2.211380693,-0.442680328,0.198079951,9,8
318,-1.821983009,-0.442680328,0.198079951,10,8
319,-1.734056491,-0.442680328,0.198079951,11,8
320,-3.357855345,-0.442680328,0.198079951,12,8
321,-4.496620171,-0.442680328,0.198079951,13,8
322,-2.230922764,-0.442680328,0.198079951,14,8
323,-1.779972074,-0.442680328,0.198079951,15,8
324,-3.145554977,-0.442680328,0.198079951,16,8
325,-1.634352214,-0.442680328,0.198079951,17,8
326,-2.30844013,-0.442680328,0.198079951,18,8
327,-1.701454881,-0.442680328,0.198079951,19,8
328,-0.340402235,0.781159028,0.198079951,20,8
329,-2.273648479,-0.442680328,0.198079951,21,8
330,-3.539388191,-0.442680328,0.198079951,22,8
331,-2.840845087,-0.442680328,0.198079951,23,8
332,-2.930224085,-0.442680328,0.198079951,24,8
333,0.649357679,1.393078707,0.198079951,25,8
334,-4.148453379,-0.442680328,0.198079951,26,8
335,-2.699415337,-0.442680328,0.198079951,27,8
336,1.381766374,1.393078707,0.198079951,28,8
337,-0.85038283,0.781159028,0.198079951,29,8
338,-3.003602219,-0.442680328,0.198079951,30,8
339,-1.997501486,-0.442680328,0.198079951,31,8
340,-2.677767645,-0.442680328,0.198079951,32,8
341,-2.426016709,-0.442680328,0.198079951,33,8
342,-2.459174902,-0.442680328,0.198079951,34,8
343,-2.372065862,-0.442680328,0.198079951,35,8
344,0.31571774,0.781159028,0.198079951,36,8
345,-2.626175264,-0.442680328,0.198079951,37,8
346,-2.893794946,-0.442680328,0.198079951,38,8
347,-3.698106649,-0.442680328,0.198079951,39,8
348,-2.424144453,-0.442680328,0.198079951,40,8
349,-2.200025581,-0.442680328,0.198079951,41,8
350,-1.054762447,0.16923935,0.198079951,42,8
351,-3.558557836,-0.442680328,0.198079951,43,8
352,-1.785235896,-0.442680328,0.198079951,44,8
353,-1.612154358,0.781159028,0.825333129,1,9
354,-3.169344454,-0.442680328,0.825333129,2,9
355,1.00049554,1.393078707,0.825333129,3,9
356,-1.139322695,0.781159028,0.825333129,4,9
357,-3.37672773,-0.442680328,0.825333129,5,9
358,-2.499111682,-0.442680328,0.825333129,6,9
359,-1.941572898,-0.442680328,0.825333129,7,9
360,-1.818083466,-0.442680328,0.825333129,8,9
361,2.5136736,3.228837741,0.825333129,9,9
362,-2.699131035,-0.442680328,0.825333129,10,9
363,-2.770063812,-0.442680328,0.825333129,11,9
364,-2.160854647,-0.442680328,0.825333129,12,9
365,-1.881265239,-0.442680328,0.825333129,13,9
366,3.440856345,3.228837741,0.825333129,14,9
367,-1.892077266,-0.442680328,0.825333129,15,9
368,-0.595721847,0.781159028,0.825333129,16,9
369,-1.843875836,-0.442680328,0.825333129,17,9
370,-1.93458331,-0.442680328,0.825333129,18,9
371,-2.884175065,-0.442680328,0.825333129,19,9
372,-3.53319486,-0.442680328,0.825333129,20,9
373,-2.945173014,-0.442680328,0.825333129,21,9
374,-1.584185071,0.16923935,0.825333129,22,9
375,-2.442514747,-0.442680328,0.825333129,23,9
376,-2.017571337,-0.442680328,0.825333129,24,9
377,-2.519125943,-0.442680328,0.825333129,25,9
378,-2.400303883,-0.442680328,0.825333129,26,9
379,-2.629978564,-0.442680328,0.825333129,27,9
380,1.331095735,1.393078707,0.825333129,28,9
381,-0.977384168,0.781159028,0.825333129,29,9
382,-2.926418675,-0.442680328,0.825333129,30,9
383,-1.663687185,-0.442680328,0.825333129,31,9
384,-3.200018075,-0.442680328,0.825333129,32,9
385,2.088815091,3.228837741,0.825333129,33,9
386,-3.12003457,-0.442680328,0.825333129,34,9
387,-1.957115948,-0.442680328,0.825333129,35,9
388,-1.290322507,-0.442680328,0.825333129,36,9
389,-2.29929591,-0.442680328,0.825333129,37,9
390,-2.620374691,-0.442680328,0.825333129,38,9
391,-2.994432695,-0.442680328,0.825333129,39,9
392,-1.335667484,-0.442680328,0.825333129,40,9
393,-2.17749076,-0.442680328,0.825333129,41,9
394,-2.110262189,-0.442680328,0.825333129,42,9
395,-2.757512291,-0.442680328,0.825333129,43,9
396,-2.926710926,-0.442680328,0.825333129,44,9
397,-1.631705001,-0.442680328,0.51170654,1,10
398,-1.499648432,-0.442680328,0.51170654,2,10
399,-2.725884499,-0.442680328,0.51170654,3,10
400,-1.35727256,-0.442680328,0.51170654,4,10
401,-2.131410335,-0.442680328,0.51170654,5,10
402,-2.460657229,-0.442680328,0.51170654,6,10
403,-1.644860303,-0.442680328,0.51170654,7,10
404,-2.741136404,-0.442680328,0.51170654,8,10
405,-2.646375583,-0.442680328,0.51170654,9,10
406,-0.829447221,-0.442680328,0.51170654,10,10
407,-1.318370362,-0.442680328,0.51170654,11,10
408,-2.237774981,-0.442680328,0.51170654,12,10
409,-2.891326509,-0.442680328,0.51170654,13,10
410,-2.957309916,-0.442680328,0.51170654,14,10
411,-1.424235813,-0.442680328,0.51170654,15,10
412,-1.846410304,-0.442680328,0.51170654,16,10
413,-3.054570007,-0.442680328,0.51170654,17,10
414,-1.760004773,-0.442680328,0.51170654,18,10
415,-1.803968866,-0.442680328,0.51170654,19,10
416,-2.307759831,-0.442680328,0.51170654,20,10
417,-0.47081868,-0.442680328,0.51170654,21,10
418,-2.276917544,-0.442680328,0.51170654,22,10
419,-3.051531201,-0.442680328,0.51170654,23,10
420,-1.51983775,-0.442680328,0.51170654,24,10
421,-2.528206497,-0.442680328,0.51170654,25,10
422,-2.217269636,-0.442680328,0.51170654,26,10
423,-2.421907122,-0.442680328,0.51170654,27,10
424,-2.135003984,-0.442680328,0.51170654,28,10
425,-2.277038643,-0.442680328,0.51170654,29,10
426,-2.357188778,-0.442680328,0.51170654,30,10
427,-2.771003528,-0.442680328,0.51170654,31,10
428,-1.284141495,-0.442680328,0.51170654,32,10
429,-1.842581481,-0.442680328,0.51170654,33,10
430,-2.167402199,-0.442680328,0.51170654,34,10
431,-0.178418356,-0.442680328,0.51170654,35,10
432,-1.764347081,-0.442680328,0.51170654,36,10
433,-2.473777685,-0.442680328,0.51170654,37,10
434,-0.880115446,-0.442680328,0.51170654,38,10
435,-1.455512678,-0.442680328,0.51170654,39,10
436,-1.229638738,-0.442680328,0.51170654,40,10
437,-1.573378584,-0.442680328,0.51170654,41,10
438,-2.077570981,-0.442680328,0.51170654,42,10
439,-1.640904261,-0.442680328,0.51170654,43,10
440,-2.058137988,-0.442680328,0.51170654,44,10
441,-2.195572381,-0.442680328,0.198079951,1,11
442,-2.254691797,-0.442680328,0.198079951,2,11
443,-1.158998428,-0.442680328,0.198079951,3,11
444,-1.890080506,-0.442680328,0.198079951,4,11
445,-0.682020686,-0.442680328,0.198079951,5,11
446,-2.051329916,-0.442680328,0.198079951,6,11
447,-0.010159918,-0.442680328,0.198079951,7,11
448,-1.283943653,1.393078707,0.198079951,8,11
449,-1.871928573,-0.442680328,0.198079951,9,11
450,-2.168982524,-0.442680328,0.198079951,10,11
451,-1.576445793,-0.442680328,0.198079951,11,11
452,-0.55870074,-0.442680328,0.198079951,12,11
453,-1.828989173,-0.442680328,0.198079951,13,11
454,-0.653661535,-0.442680328,0.198079951,14,11
455,-1.637013454,-0.442680328,0.198079951,15,11
456,-1.343842046,-0.442680328,0.198079951,16,11
457,-1.379002275,-0.442680328,0.198079951,17,11
458,-2.227187663,-0.442680328,0.198079951,18,11
459,-1.524068337,-0.442680328,0.198079951,19,11
460,-1.243606389,-0.442680328,0.198079951,20,11
461,-2.193537984,1.393078707,0.198079951,21,11
462,-1.468075713,-0.442680328,0.198079951,22,11
463,-2.776613992,-0.442680328,0.198079951,23,11
464,-0.582425565,-0.442680328,0.198079951,24,11
465,-1.138697054,-0.442680328,0.198079951,25,11
466,-0.589121094,-0.442680328,0.198079951,26,11
467,-2.598591905,-0.442680328,0.198079951,27,11
468,-2.232588967,-0.442680328,0.198079951,28,11
469,-2.084413002,-0.442680328,0.198079951,29,11
470,-2.604936573,-0.442680328,0.198079951,30,11
471,-1.766457472,-0.442680328,0.198079951,31,11
472,-0.783636677,-0.442680328,0.198079951,32,11
473,-1.677337419,-0.442680328,0.198079951,33,11
474,-2.457096742,-0.442680328,0.198079951,34,11
475,-2.606004053,-0.442680328,0.198079951,35,11
476,-1.761360499,-0.442680328,0.198079951,36,11
477,-1.473542769,-0.442680328,0.198079951,37,11
478,-2.588306984,-0.442680328,0.198079951,38,11
479,-1.95931429,-0.442680328,0.198079951,39,11
480,-0.482232912,-0.442680328,0.198079951,40,11
481,-2.986666188,-0.442680328,0.198079951,41,11
482,-0.866296742,-0.442680328,0.198079951,42,11
483,-1.861307064,-0.442680328,0.198079951,43,11
484,-1.644080721,-0.442680328,0.198079951,44,11
485,-1.417311645,-0.442680328,-1.370052995,1,12
486,-1.720293283,1.393078707,-1.370052995,2,12
487,-1.712725548,0.16923935,-1.370052995,3,12
488,-0.887461745,-0.442680328,-1.370052995,4,12
489,-2.057342095,0.781159028,-1.370052995,5,12
490,-2.632826909,-0.442680328,-1.370052995,6,12
491,-1.911704679,-0.442680328,-1.370052995,7,12
492,-1.810156165,-0.442680328,-1.370052995,8,12
493,-2.702287439,0.16923935,-1.370052995,9,12
494,-1.599057496,-0.442680328,-1.370052995,10,12
495,-1.40134859,0.781159028,-1.370052995,11,12
496,-0.957298127,0.16923935,-1.370052995,12,12
497,-1.92619948,-0.442680328,-1.370052995,13,12
498,-2.166811661,-0.442680328,-1.370052995,14,12
499,-1.915682506,-0.442680328,-1.370052995,15,12
500,-0.828091558,-0.442680328,-1.370052995,16,12
501,-1.972636647,-0.442680328,-1.370052995,17,12
502,-1.694371724,0.781159028,-1.370052995,18,12
503,-3.051881333,-0.442680328,-1.370052995,19,12
504,-2.259981621,-0.442680328,-1.370052995,20,12
505,-2.146558504,-0.442680328,-1.370052995,21,12
506,-1.647266591,-0.442680328,-1.370052995,22,12
507,-1.369037792,0.781159028,-1.370052995,23,12
508,-1.865078381,-0.442680328,-1.370052995,24,12
509,-2.878056975,0.16923935,-1.370052995,25,12
510,-0.681975315,-0.442680328,-1.370052995,26,12
511,-1.016590551,-0.442680328,-1.370052995,27,12
512,-1.622061473,-0.442680328,-1.370052995,28,12
513,-2.830668024,-0.442680328,-1.370052995,29,12
514,-1.614985534,-0.442680328,-1.370052995,30,12
515,-1.897206388,-0.442680328,-1.370052995,31,12
516,-0.734190414,0.16923935,-1.370052995,32,12
517,-2.597821833,0.781159028,-1.370052995,33,12
518,-1.302530909,-0.442680328,-1.370052995,34,12
519,-2.413156111,0.781159028,-1.370052995,35,12
520,-2.24458906,-0.442680328,-1.370052995,36,12
521,-1.191964843,0.781159028,-1.370052995,37,12
522,-1.209625072,-0.442680328,-1.370052995,38,12
523,-1.640309289,-0.442680328,-1.370052995,39,12
524,-1.883974037,-0.442680328,-1.370052995,40,12
525,-2.33451676,-0.442680328,-1.370052995,41,12
526,-1.744978102,-0.442680328,-1.370052995,42,12
527,-2.148667789,-0.442680328,-1.370052995,43,12
528,-2.365857761,-0.442680328,-1.370052995,44,12
529,-2.355327432,-0.442680328,-0.429173227,1,13
530,-2.870237546,0.16923935,-0.429173227,2,13
531,-2.607969452,-0.442680328,-0.429173227,3,13
532,-1.978667916,-0.442680328,-0.429173227,4,13
